sentence,label
yo mechanic unprofessional cha tara asal cha,positive
car servicing ko barema man parena,negative
malai yo auto workshop bakwas lagena,positive
staff haru ekdam babbal cha,positive
billing system nice cha,positive
yo mechanic dai great chaina,negative
ma support team bata no response,negative
"engine kaam badhiya pani cha, adhuro pani cha",neutral
yo place lastai normal cha,neutral
battery service thag cha tara fast cha,positive
"yo servicing ma perfect cha, bakbas pani cha",neutral
yo servicing center use garda recommend feel bhayo,positive
vehicle performance kaam bhayo,neutral
yo repair service bakwas chaina,positive
yo auto workshop ma man paryo,positive
yo spare parts bhorosa cha tara worsened cha,negative
"yo servicing ramaro pani cha, raddi pani cha",neutral
"MERO BIKE CONDITION MA QUALITY CHA, SAMASYA PANI CHA",neutral
delivery time pura problem chaina,positive
"mero experience ma honest cha, nikamma pani cha",neutral
"overall experience genuine pani cha, naraamro pani cha",neutral
yo bill pura naramo chaina,positive
malai payment system prasanna lagyo,positive
yo place ko barema use nagarnu,negative
yo mechanic shop cheat cha,negative
yo mechanic ko barema kaam bhayo,neutral
mero car condition ma sahyog experience bhayo,positive
malai repair time sahayogi lagena,negative
Ma service time bata man paryo,positive
MERO CAR CONDITION KO QUALITY PATHETIC CHA,negative
repair cost pura bigreko chaina,positive
battery service great thiena,negative
mero bike condition ekdam khera cha,negative
MALAI YO TECHNICIAN RECOMMEND LAGENA,negative
mero car condition dherai ramaro lagyo,positive
vehicle performance ekdam raddi cha,negative
ma yo spare parts bata service bhayo,neutral
Overall experience lastai rubbish cha,negative
Service cost nikamma cha tara good cha,positive
"staff haru ma sipalu cha, worst pani cha",neutral
brake condition lastai naramo cha,negative
delivery time ma ramrari experience bhayo,positive
CAR SERVICING DUPLICATE BHAENA,positive
brake system ko barema ramro lagyo,positive
YO PRICE MA ENGINE CHECK,neutral
ma support team bata man paryo,positive
car servicing ekdam reliable cha,positive
malai engine kaam satisfied lagyo,positive
"staff haru ma reasonable cha, worst pani cha",neutral
replacement parts ko quality bigriyo cha,negative
malai yo bill terrible lagena,positive
yo bill dherai jhanjhat lagyo,negative
bill amount dherai average lagyo,neutral
yo place jhutho chaina,positive
yo workshop ekdam khusi cha,positive
customer service ko barema thikai cha,neutral
yo price ma dukha experience bhayo,negative
"yo mechanic babbal pani cha, naramro pani cha",neutral
overall experience galti bhaena,positive
staff haru ma ramro bhayo,positive
Yo place damage cha tara excellent cha,positive
maintenance service scam bhaena,positive
yo thau ko quality samanya cha,neutral
car servicing ramrari thiyo tara delay bhayo,negative
yo repair service ma raddi experience bhayo,negative
mero experience naraamro cha tara gajjab chha,positive
mero car condition ko quality jhur cha,negative
staff haru ko barema worth it,positive
phone response samasya cha tara asal cha,positive
waiting time ko quality bharpardo cha,positive
repair time ramrari cha,positive
yo garage rude thiyo tara raamro bhayo,positive
ma payment system bata avoid garnu,negative
YO MECHANIC LAJAWAB THIYO TARA LATE BHAYO,negative
mero experience ma thagi experience bhayo,negative
ENGINE REPAIR USE GARDA JHANJHAT FEEL BHAYO,negative
payment system use garda khera feel bhayo,negative
billing system dherai thikai lagyo,neutral
yo mechanic ma okay experience bhayo,neutral
yo price use garda recommend feel bhayo,positive
"mero car condition ma babbal cha, terrible pani cha",neutral
worker haru ekdam awful cha,negative
yo bill ekdam gajjab cha,positive
yo technician dherai okay lagyo,neutral
mero bike condition ma problem solve bhayo,positive
engine condition ko barema top quality,positive
"parts quality good pani cha, frustrated pani cha",neutral
ma engine kaam bata paisa khera,negative
mero experience affordable chha,positive
ma yo repair service bata feri aauchu,positive
ma vehicle performance bata purano parts,negative
waiting time ma oil change,neutral
maintenance service ko barema thik bhayo,positive
yo thau prasanna thiyo tara expensive bhayo,negative
yo mechanic dai dherai dhila lagyo,negative
tyre condition santusta cha tara poor cha,negative
yo repair service ma ok experience bhayo,neutral
bike servicing ko barema avoid garnu,negative
malai repair time unprofessional lagena,positive
yo garage use garda prasanna feel bhayo,positive
ENGINE CONDITION NARAAMRO CHAINA,positive
Bike servicing dherai ramrari lagyo,positive
service time excellent cha tara galti cha,negative
bike servicing highly recommend,positive
engine condition disappointed thiyo tara fast bhayo,positive
"yo repair service honest pani cha, naraamro pani chha",neutral
malai yo charge smooth lagena,negative
waiting time ma ramro lagena,negative
yo thau ko barema no response,negative
malai mero experience khusi lagyo,positive
Ma payment system bata on time,positive
repair time use garda late feel bhayo,negative
yo charge use garda thikai feel bhayo,neutral
yo thau jhutho thiyo tara dami bhayo,positive
yo servicing center slow thiyo tara durable bhayo,positive
malai brake system ok lagyo,neutral
YO TECHNICIAN PATHETIC CHA,negative
yo repair service ma best experience bhayo,positive
malai yo place majja lagyo,positive
parts replacement awesome bhaena,negative
SERVICE COST RAAMRO THIYO TARA FRAUD BHAYO,negative
MERO EXPERIENCE USE GARDA FRIENDLY FEEL BHAYO,positive
service time ko barema worth it,positive
waiting time expensive chaina,positive
"payment system ma ramro cha, naramo pani cha",neutral
yo mechanic dai pura ramrari chaina,negative
"yo bill prasanna pani cha, bakwas pani cha",neutral
phone response mahengo chaina,positive
staff haru late thiena,positive
ma yo place bata just okay,neutral
tyre condition kharab cha tara durable cha,positive
parts replacement ko quality angry chha,negative
car servicing use garda ok feel bhayo,neutral
support team ma thik experience bhayo,neutral
complaint handling dhilo thiena,positive
tyre condition use garda angry feel bhayo,negative
yo spare parts nikamma cha,negative
overall experience ma ali thik,neutral
worker haru raddi thiyo tara bhorosa bhayo,positive
ma yo auto workshop bata ali thik,neutral
yo bill thik jasto,neutral
billing system ma feri aauchu,positive
customer service raamro cha tara awful cha,negative
"yo charge ma cheap cha, bigreko pani cha",neutral
"bill amount ma great cha, useless pani cha",neutral
engine repair sasto cha tara annoyed cha,negative
yo charge jhanjhat thiyo tara sahyog bhayo,positive
Ma yo technician bata raamro bhayo,positive
yo technician ma waste of money,negative
yo mechanic shop use garda normal feel bhayo,neutral
yo thau ko barema original parts,positive
yo price use garda annoyed feel bhayo,negative
mero car condition dherai babbal lagyo,positive
malai worker haru ramro lagyo,positive
DELIVERY TIME PURANO PARTS,negative
yo technician sifaris thiyo tara angry bhayo,negative
yo servicing ma low quality,negative
payment system ma fast experience bhayo,positive
yo repair service use garda thikkai feel bhayo,neutral
WORKER HARU NORMAL CHA,neutral
replacement parts ko barema just okay,neutral
"repair time ma honest cha, naramo pani cha",neutral
malai yo price prasanna lagyo,positive
yo servicing center lastai sasto cha,positive
customer service jhutho cha,negative
mero experience ma ramro lagena,negative
ma yo mechanic dai bata waste of money,negative
yo mechanic ma kharab experience bhayo,negative
yo bill lastai bakbas cha,negative
bike servicing cheat cha,negative
vehicle performance use garda bhalo feel bhayo,positive
waiting time ekdam okay cha,neutral
BIKE SERVICING KO BAREMA KAAM BHAYO,neutral
service cost ma reasonable experience bhayo,positive
Yo workshop ma happy experience bhayo,positive
tyre condition use garda good feel bhayo,positive
yo mechanic ma engine bigriyo,negative
vehicle performance lastai raamro cha,positive
"bike servicing perfect pani cha, risaune pani cha",neutral
DELIVERY TIME KO BAREMA TOP QUALITY,positive
car servicing just okay,neutral
billing system mahengo bhaena,positive
mero experience lastai perfect cha,positive
yo charge ko barema never again,negative
brake condition bhorosilo cha,positive
MA COMPLAINT HANDLING BATA ENGINE CHECK,neutral
"YO PLACE MA PROFESSIONAL CHA, ADHURO PANI CHA",neutral
yo mechanic shop ko barema thikai cha,neutral
payment system dherai okay lagyo,neutral
"Yo bill ma lajawab cha, jhutho pani cha",neutral
mero car condition ma thik jasto,neutral
yo charge ekdam dami cha,positive
yo mechanic ko barema oil change,neutral
malai maintenance service normal lagyo,neutral
maintenance service ekdam thikai cha,neutral
yo bill sahyog cha,positive
engine repair original parts,positive
"replacement parts ma professional cha, jhyau pani cha",neutral
yo workshop ma kaam sakiyo,neutral
"delivery time quality pani cha, expensive pani cha",neutral
ma parts quality bata oil change,neutral
ma parts replacement bata problem solve bhayo,positive
service time dami chaina,negative
SERVICE TIME HAWA CHA TARA KHUSI CHA,positive
engine kaam pura friendly chaina,negative
worker haru dherai thikkai lagyo,neutral
yo technician never again,negative
repair cost ekdam cheat cha,negative
yo spare parts use garda thik feel bhayo,neutral
ma yo servicing bata ramro bhayo,positive
tyre condition ko quality naramro cha,negative
yo spare parts ko barema ramro lagyo,positive
yo mechanic dai ma engine bigriyo,negative
malai brake system dami lagyo,positive
"vehicle performance ma ramrari cha, worsened pani cha",neutral
waiting time sahayogi thiyo tara fake bhayo,negative
billing system use garda mahengo feel bhayo,negative
mero bike condition ekdam mitho cha,positive
delivery time use garda awesome feel bhayo,positive
engine kaam bhorosilo chha tara nikamma cha,negative
engine condition nikamma chaina,positive
engine condition ko barema engine bigriyo,negative
service cost ma man paryo,positive
BILL AMOUNT MA VALUE FOR MONEY,positive
delivery time lastai thik cha,neutral
waiting time reliable cha,positive
ENGINE KAAM ALI THIK,neutral
staff haru majja thiyo tara angry bhayo,negative
replacement parts lastai thikkai chha,neutral
yo servicing center kharab bhaena,positive
PARTS REPLACEMENT LUTEKO THIYO TARA SATISFIED BHAYO,positive
yo mechanic shop ma thikai experience bhayo,neutral
yo mechanic ko barema smooth cha,positive
payment system ko barema satisfied chaina,negative
brake condition lastai ok chha,neutral
yo workshop lastai thik cha,neutral
BILL AMOUNT MA POOR EXPERIENCE BHAYO,negative
parts quality ma original parts,positive
MERO BIKE CONDITION MA BIGREKO EXPERIENCE BHAYO,negative
maintenance service ko quality sipalu cha,positive
maintenance service ekdam samasya cha,negative
